"feature"	"intensity"	"Average.Rt.min."	"Average.Mz"	"molecularFormula.x"	"adduct.x"	"precursorFormula.x"	"NPC.pathway"	"NPC.pathway.Probability"	"NPC.superclass"	"NPC.superclass.Probability"	"NPC.class"	"NPC.class.Probability"	"ClassyFire.superclass"	"ClassyFire.superclass.probability"	"ClassyFire.class"	"ClassyFire.class.Probability"	"ClassyFire.subclass"	"ClassyFire.subclass.Probability"	"ClassyFire.level.5"	"ClassyFire.level.5.Probability"	"ClassyFire.most.specific.class"	"ClassyFire.most.specific.class.Probability"	"ClassyFire.all.classifications"	"overallFeatureQuality.x"	"structurePerIdRank"	"formulaRank.y"	"ConfidenceScoreExact"	"ConfidenceScoreApproximate"	"CSI.FingerIDScore"	"ZodiacScore"	"SiriusScore"	"InChIkey2D"	"InChI"	"name"	"smiles"	"xlogp"	"pubchemids"	"links"
"N_14713"	244064	10.983	311.16914	"C17H28O3S"	"[M - H]-"	"C17H27O3S-"	"Polyketides"	"0,259"	"Aromatic polyketides"	"0,065"	"Catechols with side chains"	"0,216"	"Benzenoids"	"1,000"	"Benzene and substituted derivatives"	"0,996"	"Benzenesulfonic acids and derivatives"	"0,995"	""	""	"Benzenesulfonic acids and derivatives"	"0,995"	"Organic compounds; Organosulfur compounds; Benzenesulfonic acids and derivatives; Organic acids and derivatives; Organosulfonic acids and derivatives; Sulfonyls; Organosulfonic acids; Arylsulfonic acids and derivatives; Benzene and substituted derivatives; Benzenoids; Arylsufonic acids; 1-sulfo,2-unsubstituted aromatic compounds; Organic oxides; Hydrocarbon derivatives; Benzenesulfonyl compounds; Organic sulfonic acids and derivatives; Organic oxygen compounds; Chemical entities"	NA	1	2	"0,317"	"0,509"	"-16,754"	NA	"20,344"	"XNESFGKFSZHIKF"	"InChI=1S/C17H28O3S/c1-2-3-4-5-6-7-8-9-10-13-16-14-11-12-15-17(16)21(18,19)20/h11-12,14-15H,2-10,13H2,1H3,(H,18,19,20)"	"2-undecylbenzenesulfonic Acid"	"CCCCCCCCCCCC1=CC=CC=C1S(=O)(=O)O"	"6,300"	"23509287;172720"	"NORMAN:(NS00050109 NS00087752 NS00089300);PUBCHEMANNOTATIONSAFETYANDTOXIC:(null);PUBCHEM:(23509287 172720);DSSTox:(DTXSID00977480 DTXSID90866894)"
"P_30220"	236394	12.726	399.30821	"C19H38N6O3"	"[M + H]+"	"C19H39N6O3+"	"Alkaloids"	"0,472"	"Pseudoalkaloids (transamidation)"	"0,442"	"Purine alkaloids"	"0,274"	"Organoheterocyclic compounds"	"0,998"	"Imidazopyrimidines"	"0,467"	"Purines and purine derivatives"	"0,512"	""	""	"Purines and purine derivatives"	"0,512"	"Organic compounds; Organoheterocyclic compounds; Pyrimidines and pyrimidine derivatives; Alcohols and polyols; Purines and purine derivatives; Ethers; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Azoles; Dialkyl ethers; Aminopyrimidines and derivatives; Diazines; Amines; Primary amines; Tertiary amines; Tertiary alkylarylamines; Imidolactams; Dialkylarylamines; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	NA	1	2	"0,034"	"0,034"	"-227,416"	NA	"51,632"	"AVGOETTYTKDXLV"	"InChI=1S/C19H38N6O3/c1-19(2,3)28-18(26)25-11-9-24(10-12-25)8-6-22-17(20)21-5-4-7-23-13-15-27-16-14-23/h4-16H2,1-3H3,(H3,20,21,22)"	"tert-butyl 4-[2-[[N'-(3-morpholin-4-ylpropyl)carbamimidoyl]amino]ethyl]piperazine-1-carboxylate"	"CC(C)(C)OC(=O)N1CCN(CC1)CCNC(=NCCCN2CCOCC2)N"	"-0,200"	"111070948"	"PUBCHEM:(111070948)"
"P_33887"	215800	0.961	423.06495	"C21H11F5O4"	"[M + H]+"	"C21H12F5O4+"	"Shikimates and Phenylpropanoids"	"0,825"	"Coumarins"	"0,143"	"Simple coumarins"	"0,148"	"Benzenoids"	"0,980"	"Phenol ethers"	"0,633"	""	""	""	""	"Phenol ethers"	"0,633"	"Organic compounds; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organooxygen compounds; Alkyl fluorides; Aryl fluorides; Monocarboxylic acids and derivatives; Organofluorides; Carbonyl compounds; Benzene and substituted derivatives; Phenol ethers; Benzenoids; Alkyl halides; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Phenoxy compounds; Chemical entities"	NA	1	3	"0,021"	"0,021"	"-252,707"	NA	"5,747"	"YOGUKLIDFSOTRQ"	"InChI=1S/C21H11F5O4/c1-9-2-3-11(29-9)7-15-21(27)12-5-4-10(6-14(12)30-15)28-8-13-16(22)18(24)20(26)19(25)17(13)23/h2-7H,8H2,1H3"	"2-[(5-methylfuran-2-yl)methylidene]-6-[(2,3,4,5,6-pentafluorophenyl)methoxy]-2,3-dihydro-1-benzofuran-3-one"	"CC1=CC=C(O1)C=C2C(=O)C3=C(O2)C=C(C=C3)OCC4=C(C(=C(C(=C4F)F)F)F)F"	"5,100"	"3348927;1978671"	"COCONUT:(CNP0346037);PUBCHEM:(3348927 1978671)"
"N_9408"	207226	0.844	248.9617	"C6H3FN2O6S"	"[M - H]-"	"C6H2FN2O6S-"	"Alkaloids"	"0,678"	"Tyrosine alkaloids"	"0,027"	"Phenylethylamines"	"0,008"	"Benzenoids"	"0,991"	"Phenols"	"0,253"	"Nitrophenols"	"0,632"	""	""	"Nitrophenols"	"0,632"	"Organic compounds; Organosulfur compounds; Nitrobenzenes; Nitrophenols; Organic acids and derivatives; Organohalogen compounds; Organosulfonic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Aryl fluorides; Organic nitro compounds; Sulfonyls; Organic oxoazanium compounds; Organofluorides; Benzene and substituted derivatives; Benzenoids; Organic cations; Organic 1,3-dipolar compounds; Allyl-type 1,3-dipolar organic compounds; Propargyl-type 1,3-dipolar organic compounds; Organic salts; Organic oxides; C-nitro compounds; Hydrocarbon derivatives; Organic sulfonic acids and derivatives; Organopnictogen compounds; Organic oxygen compounds; Nitroaromatic compounds; Organic nitrogen compounds; Chemical entities"	NA	1	7	"0,114"	"0,114"	"-96,582"	NA	"9,900"	"AUPURNORNBGWKI"	"InChI=1S/C6H3FN2O6S/c7-16(14,15)6-2-1-4(8(10)11)3-5(6)9(12)13/h1-3H"	"2,4-Dinitrobenzenesulfonyl fluoride"	"C1=CC(=C(C=C1[N+](=O)[O-])[N+](=O)[O-])S(=O)(=O)F"	"1,373"	"119098099"	"PUBCHEMANNOTATIONSAFETYANDTOXIC;PUBCHEM:(119098099);DSSTox:(DTXSID601293325)"
"N_16056"	195508	11.617	325.18494	"C18H30O3S"	"[M - H]-"	"C18H29O3S-"	"Polyketides"	"0,375"	"Aromatic polyketides"	"0,103"	"Catechols with side chains"	"0,308"	"Benzenoids"	"1,000"	"Benzene and substituted derivatives"	"0,993"	"Benzenesulfonic acids and derivatives"	"0,993"	""	""	"Benzenesulfonic acids and derivatives"	"0,993"	"Organic compounds; Organosulfur compounds; Benzenesulfonic acids and derivatives; Organic acids and derivatives; Organosulfonic acids and derivatives; Sulfonyls; Organosulfonic acids; Arylsulfonic acids and derivatives; Benzene and substituted derivatives; Benzenoids; Arylsufonic acids; 1-sulfo,2-unsubstituted aromatic compounds; Organic oxides; Hydrocarbon derivatives; Benzenesulfonyl compounds; Organic sulfonic acids and derivatives; Organic oxygen compounds; Chemical entities"	NA	1	3	"0,406"	"0,770"	"-18,350"	NA	"18,054"	"WBIQQQGBSDOWNP"	"InChI=1S/C18H30O3S/c1-2-3-4-5-6-7-8-9-10-11-14-17-15-12-13-16-18(17)22(19,20)21/h12-13,15-16H,2-11,14H2,1H3,(H,19,20,21)"	"2-dodecylbenzene-1-sulfonic acid"	"CCCCCCCCCCCCC1=CC=CC=C1S(=O)(=O)O"	"6,900"	"14849467;25457"	"PUBCHEMANNOTATIONBIO:(null);HMDB:(HMDB0031031);PUBCHEMANNOTATIONSAFETYANDTOXIC:(null);BloodExposome:(23662403 25457);SUPERNATURAL:(SN0405735);HSDB:(25155-30-0);MESH:(25457);PUBCHEM:(14849467 25457);COCONUT:(CNP0097449);NORMAN:(NS00002838 NS00081069 NS00083759 NS00084490 NS00085119 NS00100162 NS00114166);CHEBI:(149774);DSSTox:(DTXSID0041642 DTXSID10860152 DTXSID40951668 DTXSID50893368);PUBCHEMANNOTATIONDRUG:(null);PUBCHEMANNOTATIONFOOD:(null);PUBMED:(null)"
"N_16061"	192713	10.987	325.18569	"C18H30O3S"	"[M - H]-"	"C18H29O3S-"	"Polyketides"	"0,386"	"Aromatic polyketides"	"0,111"	"Catechols with side chains"	"0,297"	"Benzenoids"	"1,000"	"Benzene and substituted derivatives"	"0,994"	"Benzenesulfonic acids and derivatives"	"0,993"	""	""	"Benzenesulfonic acids and derivatives"	"0,993"	"Organic compounds; Organosulfur compounds; Benzenesulfonic acids and derivatives; Organic acids and derivatives; Organosulfonic acids and derivatives; Sulfonyls; Organosulfonic acids; Arylsulfonic acids and derivatives; Benzene and substituted derivatives; Benzenoids; Arylsufonic acids; 1-sulfo,2-unsubstituted aromatic compounds; Organic oxides; Hydrocarbon derivatives; Benzenesulfonyl compounds; Organic sulfonic acids and derivatives; Organic oxygen compounds; Chemical entities"	NA	1	1	"0,424"	"0,788"	"-17,882"	NA	"28,204"	"WBIQQQGBSDOWNP"	"InChI=1S/C18H30O3S/c1-2-3-4-5-6-7-8-9-10-11-14-17-15-12-13-16-18(17)22(19,20)21/h12-13,15-16H,2-11,14H2,1H3,(H,19,20,21)"	"2-dodecylbenzene-1-sulfonic acid"	"CCCCCCCCCCCCC1=CC=CC=C1S(=O)(=O)O"	"6,900"	"14849467;25457"	"PUBCHEMANNOTATIONBIO:(null);HMDB:(HMDB0031031);PUBCHEMANNOTATIONSAFETYANDTOXIC:(null);BloodExposome:(23662403 25457);SUPERNATURAL:(SN0405735);HSDB:(25155-30-0);MESH:(25457);PUBCHEM:(14849467 25457);COCONUT:(CNP0097449);NORMAN:(NS00002838 NS00081069 NS00083759 NS00084490 NS00085119 NS00100162 NS00114166);CHEBI:(149774);DSSTox:(DTXSID0041642 DTXSID10860152 DTXSID40951668 DTXSID50893368);PUBCHEMANNOTATIONDRUG:(null);PUBCHEMANNOTATIONFOOD:(null);PUBMED:(null)"
"N_14719"	183611	11.562	311.17069	"C17H28O3S"	"[M - H]-"	"C17H27O3S-"	"Polyketides"	"0,119"	"Aromatic polyketides"	"0,045"	"Catechols with side chains"	"0,293"	"Benzenoids"	"1,000"	"Benzene and substituted derivatives"	"0,997"	"Benzenesulfonic acids and derivatives"	"0,996"	""	""	"Benzenesulfonic acids and derivatives"	"0,996"	"Organic compounds; Organosulfur compounds; Benzenesulfonic acids and derivatives; Organic acids and derivatives; Organosulfonic acids and derivatives; Sulfonyls; Organosulfonic acids; Arylsulfonic acids and derivatives; Benzene and substituted derivatives; Benzenoids; Arylsufonic acids; 1-sulfo,2-unsubstituted aromatic compounds; Organic oxides; Hydrocarbon derivatives; Benzenesulfonyl compounds; Organic sulfonic acids and derivatives; Organic oxygen compounds; Chemical entities"	NA	1	3	"0,376"	"0,875"	"-25,009"	NA	"11,446"	"UCDCOJNNUVYFKJ"	"InChI=1S/C17H28O3S/c1-2-3-4-5-6-7-8-9-10-11-16-12-14-17(15-13-16)21(18,19)20/h12-15H,2-11H2,1H3,(H,18,19,20)"	"4-undecylbenzene-1-sulfonic acid"	"CCCCCCCCCCCC1=CC=C(C=C1)S(=O)(=O)O"	"5,845"	"38222;12085571"	"PUBCHEMANNOTATIONBIO:(null);COCONUT:(CNP0003190);NORMAN:(NS00063488 NS00076666 NS00114730);HMDB:(HMDB0032549);CHEBI:(141538);SUPERNATURAL:(SN0366440);FooDB:(FDB010438);PUBCHEM:(38222 12085571);PUBCHEMANNOTATIONDRUG:(null)"
"P_22593"	177523	13.665	354.13417	"C18H16FN5O2"	"[M + H]+"	"C18H17FN5O2+"	"Alkaloids"	"0,582"	"Pseudoalkaloids (transamidation)"	"0,041"	"Benzodiazepine alkaloids"	"0,031"	"Benzenoids"	"0,965"	"Benzene and substituted derivatives"	"0,642"	"Halobenzenes"	"0,671"	"Fluorobenzenes"	"0,783"	"Fluorobenzenes"	"0,783"	"Organic compounds; Organoheterocyclic compounds; Halobenzenes; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Azoles; Aryl fluorides; Fluorobenzenes; Organofluorides; Benzene and substituted derivatives; Benzenoids; Amines; Primary amines; Aryl halides; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	NA	1	2	"0,069"	"0,069"	"-270,251"	NA	"31,531"	"JQVMNRJBRFOARF"	"InChI=1S/C18H16FN5O2/c19-13-3-1-12(2-4-13)16-9-22-17-11-26-14(10-24(16)17)7-23-18(25)15-8-20-5-6-21-15/h1-6,8-9,14H,7,10-11H2,(H,23,25)"	"N-{[3-(4-fluorophenyl)-5H,6H,8H-imidazo[2,1-c][1,4]oxazin-6-yl]methyl}pyrazine-2-carboxamide"	"C1C(OCC2=NC=C(N21)C3=CC=C(C=C3)F)CNC(=O)C4=NC=CN=C4"	"0,400"	"75367463;162974561"	"COCONUT:(CNP0246275);SUPERNATURAL:(SN0172777);PUBCHEM:(75367463 162974561);PUBMED:(null)"
"P_15638"	177033	13.218	283.28272	"C18H38Si"	"[M + H]+"	"C18H39Si+"	"Terpenoids"	"0,880"	"Diterpenoids"	"0,544"	"Halogenated fatty acids"	"0,054"	"Lipids and lipid-like molecules"	"0,606"	"Prenol lipids"	"0,598"	""	""	""	""	"Prenol lipids"	"0,598"	"Organic compounds; Lipids and lipid-like molecules; Prenol lipids; Organohalogen compounds; Hydrocarbon derivatives; Chemical entities"	NA	1	1	"0,005"	"0,005"	"-67,123"	NA	"16,459"	"ZLVQJBKOBCQUFI"	"InChI=1S/C18H38Si/c1-7-15(4)19(16(5)8-2,17(6)9-3)18-13-11-10-12-14-18/h15-18H,7-14H2,1-6H3"	"Tri(butan-2-yl)-cyclohexylsilane"	"CCC(C)[Si](C1CCCCC1)(C(C)CC)C(C)CC"	"7,359"	"18763922"	"PUBCHEM:(18763922)"
"N_5243"	172838	6.521	187.09745	"C5H12N6O2"	"[M - H]-"	"C5H11N6O2-"	"Amino acids and Peptides"	"0,610"	"Small peptides"	"0,745"	"Aminoacids"	"0,814"	"Organic acids and derivatives"	"0,985"	"Carboxylic acids and derivatives"	"0,989"	"Amino acids, peptides, and analogues"	"0,770"	"Amino acids and derivatives"	"0,767"	"Alpha amino acids and derivatives"	"0,750"	"Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Guanidines; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Carboximidamides; Organic 1,3-dipolar compounds; Fatty Acyls; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	NA	1	2	"0,119"	"0,119"	"-136,373"	NA	"29,235"	"DPESVHYYALBFES"	"InChI=1S/C5H12N6O2/c1-11(5(8)9)2(3(12)13)10-4(6)7/h2H,1H3,(H3,8,9)(H,12,13)(H4,6,7,10)"	"2-[Carbamimidoyl(methyl)amino]-2-(diaminomethylideneamino)acetic acid"	"CN(C(C(=O)O)N=C(N)N)C(=N)N"	"-2,400"	"164520730"	"PUBCHEM:(164520730)"
"P_17281"	170013	11.833	301.13959	"C18H20O4"	"[M + H]+"	"C18H21O4+"	"Shikimates and Phenylpropanoids"	"0,807"	"Coumarins"	"0,455"	"Furocoumarins"	"0,170"	"Organoheterocyclic compounds"	"0,848"	"Benzopyrans"	"0,557"	"1-benzopyrans"	"0,563"	""	""	"1-benzopyrans"	"0,563"	"Organic compounds; Organoheterocyclic compounds; Lactones; Benzopyrans; Alkyl aryl ethers; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; 1-benzopyrans; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	NA	1	1	"0,059"	"0,059"	"-193,058"	NA	"49,517"	"JHSZWLAAPSKYPP"	"InChI=1S/C18H20O4/c1-3-21-17(19)16(18(20)22-4-2)15-7-5-6-14(12-15)11-10-13-8-9-13/h5-7,12-13,16H,3-4,8-9H2,1-2H3"	"Diethyl 2-[3-(2-cyclopropylethynyl)phenyl]propanedioate"	"CCOC(=O)C(C1=CC=CC(=C1)C#CC2CC2)C(=O)OCC"	"3,900"	"156811469"	"PUBCHEM:(156811469)"
"N_21741"	168516	1.132	377.08456	"C17H13F3N4O3"	"[M - H]-"	"C17H12F3N4O3-"	"Alkaloids"	"0,872"	"Tryptophan alkaloids"	"0,085"	"Imidazole alkaloids"	"0,011"	"Benzenoids"	"0,998"	"Benzene and substituted derivatives"	"0,984"	"Halobenzenes"	"0,980"	"Fluorobenzenes"	"0,985"	"Fluorobenzenes"	"0,985"	"Organic compounds; Organoheterocyclic compounds; Halobenzenes; Triazoles; Alcohols and polyols; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Azoles; Aryl fluorides; Fluorobenzenes; Organofluorides; Tertiary alcohols; Benzene and substituted derivatives; Benzenoids; Aryl halides; Aromatic alcohols; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	NA	1	5	"0,017"	"0,017"	"-239,933"	NA	"30,198"	"CGQMHOSOBGEWGW"	"InChI=1S/C17H13F3N4O3/c18-17(19,20)26-13-3-1-12(2-4-13)22-14(25)5-6-15-23-16(24-27-15)11-7-9-21-10-8-11/h1-4,7-10H,5-6H2,(H,22,25)"	"3-(3-pyridin-4-yl-1,2,4-oxadiazol-5-yl)-N-[4-(trifluoromethoxy)phenyl]propanamide"	"C1=CC(=CC=C1NC(=O)CCC2=NC(=NO2)C3=CC=NC=C3)OC(F)(F)F"	"3,000"	"17450344"	"PUBCHEM:(17450344)"
"P_36700"	168398	12.01	440.40886	"C27H53NO3"	"[M + H]+"	"C27H54NO3+"	"Fatty acids"	"1,000"	"Fatty amides"	"0,990"	"N-acyl ethanolamines (endocannabinoids)"	"0,907"	"Lipids and lipid-like molecules"	"0,955"	"Fatty Acyls"	"0,957"	"Fatty amides"	"0,954"	"N-acyl amines"	"0,931"	"N-acyl amines"	"0,931"	"Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Fatty amides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Secondary carboxylic acid amides; Carbonyl compounds; Alkanolamines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	NA	1	1	"0,379"	"0,379"	"-121,623"	NA	"60,590"	"RSRUJOGPLJHEKC"	"InChI=1S/C27H53NO3/c1-3-5-7-8-9-10-11-12-13-14-15-16-17-18-19-21-23-27(31)28-25(24-29)26(30)22-20-6-4-2/h20,22,25-26,29-30H,3-19,21,23-24H2,1-2H3,(H,28,31)"	"N-[(E)-1,3-dihydroxyoct-4-en-2-yl]nonadecanamide"	"CCCCCCCCCCCCCCCCCCC(=O)NC(CO)C(C=CCCC)O"	"9,100"	"164410547"	"PUBCHEM:(164410547)"
"P_17053"	163192	12.087	298.34578	"C20H43N"	"[M + H]+"	"C20H44N+"	"Fatty acids"	"0,909"	"Fatty acyls"	"0,440"	"Sphingoid bases"	"0,285"	"Organic nitrogen compounds"	"0,999"	"Organonitrogen compounds"	"0,999"	"Amines"	"0,804"	""	""	"Amines"	"0,804"	"Organic compounds; Organonitrogen compounds; Amines; Hydrocarbon derivatives; Organopnictogen compounds; Organic nitrogen compounds; Chemical entities"	NA	1	1	"0,192"	"0,192"	"-87,306"	NA	"20,554"	"RCIGOSUMVYRJEC"	"InChI=1S/C20H43N/c1-4-7-10-12-14-16-19-21(18-9-6-3)20-17-15-13-11-8-5-2/h4-20H2,1-3H3"	"N-Butyldioctylamine"	"CCCCCCCCN(CCCC)CCCCCCCC"	"8,300"	"154368975;85209"	"NORMAN:(NS00025196);PUBCHEM:(154368975 85209);DSSTox:(DTXSID60166691)"
"N_17302"	150500	11.733	339.20039	"C19H32O3S"	"[M - H]-"	"C19H31O3S-"	"Polyketides"	"0,734"	"Aromatic polyketides"	"0,470"	"Catechols with side chains"	"0,501"	"Benzenoids"	"0,998"	"Benzene and substituted derivatives"	"0,980"	"Benzenesulfonic acids and derivatives"	"0,944"	""	""	"Benzenesulfonic acids and derivatives"	"0,944"	"Organic compounds; Organosulfur compounds; Benzenesulfonic acids and derivatives; Organic acids and derivatives; Organosulfonic acids and derivatives; Sulfonyls; Organosulfonic acids; Arylsulfonic acids and derivatives; Benzene and substituted derivatives; Benzenoids; Arylsufonic acids; 1-sulfo,2-unsubstituted aromatic compounds; Organic oxides; Hydrocarbon derivatives; Benzenesulfonyl compounds; Organic sulfonic acids and derivatives; Organic oxygen compounds; Chemical entities"	NA	1	2	"0,393"	"0,304"	"-81,495"	NA	"16,012"	"PVXSFEGIHWMAOD"	"InChI=1S/C19H32O3S/c1-2-3-4-5-6-7-8-9-10-11-12-15-18-16-13-14-17-19(18)23(20,21)22/h13-14,16-17H,2-12,15H2,1H3,(H,20,21,22)"	"2-tridecylbenzenesulfonic Acid"	"CCCCCCCCCCCCCC1=CC=CC=C1S(=O)(=O)O"	"7,400"	"21752971;172719"	"NORMAN:(NS00014148);PUBCHEM:(21752971 172719);PUBMED:(null)"
"P_32374"	143350	13.259	413.32431	"C22H46O5"	"[M + Na]+"	"C22H46NaO5+"	"Fatty acids"	"0,993"	"Fatty acyls"	"0,964"	"Fatty alcohols"	"0,985"	"Lipids and lipid-like molecules"	"0,938"	"Fatty Acyls"	"0,928"	"Fatty alcohols"	"0,783"	"Long-chain fatty alcohols"	"0,592"	"Long-chain fatty alcohols"	"0,592"	"Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Primary alcohols; Organooxygen compounds; Fatty alcohols; Secondary alcohols; Long-chain fatty alcohols; Fatty Acyls; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	NA	1	1	"0,036"	"0,036"	"-271,110"	NA	"24,031"	"WEYVDWSOOZLGQI"	"InChI=1S/C22H46O5/c1-4-5-6-7-8-9-10-11-12-13-15-25-19-21(2)27-20-22(3)26-18-17-24-16-14-23/h21-23H,4-20H2,1-3H3"	"2-[2-[1-(1-Dodecoxypropan-2-yloxy)propan-2-yloxy]ethoxy]ethanol"	"CCCCCCCCCCCCOCC(C)OCC(C)OCCOCCO"	"5,400"	"139597607"	"NORMAN:(NS00095177);PUBCHEM:(139597607)"
"P_17283"	142809	13.42	301.14047	"C13H20N2O6"	"[M + H]+"	"C13H21N2O6+"	"Carbohydrates"	"0,861"	"Nucleosides"	"0,939"	"Pyrimidine nucleosides"	"0,940"	"Organoheterocyclic compounds"	"0,938"	"Diazines"	"0,917"	"Pyrimidines and pyrimidine derivatives"	"0,926"	"Pyrimidones"	"0,875"	"Pyrimidones"	"0,875"	"Organic compounds; Organoheterocyclic compounds; Pyrimidines and pyrimidine derivatives; Alcohols and polyols; Lactams; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Pyrimidones; Organooxygen compounds; Organic carbonic acids and derivatives; Ureas; Diazines; Hydropyrimidines; Vinylogous amides; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	NA	1	1	"0,019"	"0,019"	"-363,973"	NA	"35,620"	"URNIKBZAMSRPMA"	"InChI=1S/C13H20N2O6/c1-2-10(16)9-21-12(18)4-3-11(17)20-8-7-15-6-5-14-13(15)19/h3-4,10,16H,2,5-9H2,1H3,(H,14,19)"	"4-O-(2-hydroxybutyl) 1-O-[2-(2-oxoimidazolidin-1-yl)ethyl] but-2-enedioate"	"CCC(COC(=O)C=CC(=O)OCCN1CCNC1=O)O"	"-0,400"	"6436442;85934"	"NORMAN:(NS00053769);PUBCHEM:(6436442 85934);DSSTox:(DTXSID601145015)"
"P_39160"	128902	13.182	457.34959	"C26H48O6"	"[M + H]+"	"C26H49O6+"	"Fatty acids"	"0,715"	"Glycerolipids"	"0,282"	"Fatty alcohols"	"0,212"	"Lipids and lipid-like molecules"	"0,962"	"Fatty Acyls"	"0,844"	""	""	""	""	"Fatty Acyls"	"0,844"	"Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid derivatives; Carboxylic acid esters; Secondary alcohols; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	NA	1	1	"0,025"	"0,025"	"-293,226"	NA	"10,633"	"MAFFAPOMVRVAEP"	"InChI=1S/C26H48O6/c1-2-3-4-5-6-7-8-9-10-13-21(27)14-11-15-22(28)18-23(29)19-24(30)20-25-16-12-17-26(31)32-25/h12,17,21-25,27-30H,2-11,13-16,18-20H2,1H3"	"6-(2,4,6,10-tetrahydroxyhenicosyl)-5,6-dihydro-2H-pyran-2-one"	"CCCCCCCCCCCC(CCCC(CC(CC(CC1CC=CC(=O)O1)O)O)O)O"	"6,000"	"162891729;162891730;433083"	"COCONUT:(CNP0158746);SUPERNATURAL:(SN0220162);PUBCHEM:(162891729 162891730 433083);LOTUS:(Q105160310)"
"N_14712"	128658	11.278	311.16899	"C17H28O3S"	"[M - H]-"	"C17H27O3S-"	"Polyketides"	"0,150"	"Aromatic polyketides"	"0,043"	"Catechols with side chains"	"0,270"	"Benzenoids"	"1,000"	"Benzene and substituted derivatives"	"0,997"	"Benzenesulfonic acids and derivatives"	"0,996"	""	""	"Benzenesulfonic acids and derivatives"	"0,996"	"Organic compounds; Organosulfur compounds; Benzenesulfonic acids and derivatives; Organic acids and derivatives; Organosulfonic acids and derivatives; Sulfonyls; Organosulfonic acids; Arylsulfonic acids and derivatives; Benzene and substituted derivatives; Benzenoids; Arylsufonic acids; 1-sulfo,2-unsubstituted aromatic compounds; Organic oxides; Hydrocarbon derivatives; Benzenesulfonyl compounds; Organic sulfonic acids and derivatives; Organic oxygen compounds; Chemical entities"	NA	1	2	"0,313"	"0,509"	"-24,425"	NA	"4,746"	"XNESFGKFSZHIKF"	"InChI=1S/C17H28O3S/c1-2-3-4-5-6-7-8-9-10-13-16-14-11-12-15-17(16)21(18,19)20/h11-12,14-15H,2-10,13H2,1H3,(H,18,19,20)"	"2-undecylbenzenesulfonic Acid"	"CCCCCCCCCCCC1=CC=CC=C1S(=O)(=O)O"	"6,300"	"23509287;172720"	"NORMAN:(NS00050109 NS00087752 NS00089300);PUBCHEMANNOTATIONSAFETYANDTOXIC:(null);PUBCHEM:(23509287 172720);DSSTox:(DTXSID00977480 DTXSID90866894)"
